,text,label,text_token,text_string,text_string_fdist,text_string_lem
2039,just don't know why they were so slow,0,"['know', 'slow']",know slow,know slow,know slow
2040,the staff is great the food is delish and they have an incredible beer selection,1,"['staff', 'great', 'food', 'delish', 'incredible', 'beer', 'selection']",staff great food delish incredible beer selection,staff great food delish incredible beer selection,staff great food delish incredible beer selection
2041,i live in the neighborhood so i am disappointed i won't be back here because it is a convenient location,0,"['live', 'neighborhood', 'disappointed', 'back', 'convenient', 'location']",live neighborhood disappointed back convenient location,live neighborhood disappointed back convenient location,live neighborhood disappointed back convenient location
2042,i didn't know pulled pork could be soooo delicious,1,"['know', 'pulled', 'pork', 'could', 'soooo', 'delicious']",know pulled pork could soooo delicious,know pulled pork could soooo delicious,know pulled pork could soooo delicious
2043,you get incredibly fresh fish prepared with care,1,"['get', 'incredibly', 'fresh', 'fish', 'prepared', 'care']",get incredibly fresh fish prepared care,get incredibly fresh fish prepared care,get incredibly fresh fish prepared care
2044,before i go in to why i gave a 1 star rating please know that this was my third time eating at bachi burger before writing a review,0,"['go', 'gave', '1', 'star', 'rating', 'please', 'know', 'third', 'time', 'eating', 'bachi', 'burger', 'writing', 'review']",gave star rating please know third time eating bachi burger writing review,gave star rating please know third time eating bachi burger writing review,gave star rating please know third time eating bachi burger writing review
2045,i love the fact that everything on their menu is worth it,1,"['love', 'fact', 'everything', 'menu', 'worth']",love fact everything menu worth,love fact everything menu worth,love fact everything menu worth
2046,never again will i be dining at this place,0,"['never', 'dining', 'place']",never dining place,never dining place,never dining place
2047,the food was excellent and service was very good,1,"['food', 'excellent', 'service', 'good']",food excellent service good,food excellent service good,food excellent service good
2048,good beer & drink selection and good food selection,1,"['good', 'beer', 'drink', 'selection', 'good', 'food', 'selection']",good beer drink selection good food selection,good beer drink selection good food selection,good beer drink selection good food selection
2049,please stay away from the shrimp stir fried noodles,0,"['please', 'stay', 'away', 'shrimp', 'stir', 'fried', 'noodles']",please stay away shrimp stir fried noodles,please stay away shrimp stir fried noodles,please stay away shrimp stir fried noodles
2050,the potato chip order was sad i could probably count how many chips were in that box and it was probably around 12,0,"['potato', 'chip', 'order', 'sad', 'could', 'probably', 'count', 'many', 'chips', 'box', 'probably', 'around', '12']",potato chip order sad could probably count many chips box probably around,potato chip order sad could probably count many chips box probably around,potato chip order sad could probably count many chips box probably around
2051,food was really boring,0,"['food', 'really', 'boring']",food really boring,food really boring,food really boring
2052,good service-check,1,"['good', 'service', 'check']",good service check,good service check,good service check
2053,this greedy corporation will never see another dime from me,0,"['greedy', 'corporation', 'never', 'see', 'another', 'dime']",greedy corporation never see another dime,greedy corporation never see another dime,greedy corporation never see another dime
2054,will never ever go back,0,"['never', 'ever', 'go', 'back']",never ever back,never ever back,never ever back
2055,as much as i'd like to go back i can't get passed the atrocious service and will never return,0,"['much', 'like', 'go', 'back', 'get', 'passed', 'atrocious', 'service', 'never', 'return']",much like back get passed atrocious service never return,much like back get passed atrocious service never return,much like back get passed atrocious service never return
2056,in the summer you can dine in a charming outdoor patio - so very delightful,1,"['summer', 'dine', 'charming', 'outdoor', 'patio', 'delightful']",summer dine charming outdoor patio delightful,summer dine charming outdoor patio delightful,summer dine charming outdoor patio delightful
2057,i did not expect this to be so good,1,"['expect', 'good']",expect good,expect good,expect good
2058,fantastic food,1,"['fantastic', 'food']",fantastic food,fantastic food,fantastic food
2059,she ordered a toasted english muffin that came out untoasted,0,"['ordered', 'toasted', 'english', 'muffin', 'came', 'untoasted']",ordered toasted english muffin came untoasted,ordered toasted english muffin came untoasted,ordered toasted english muffin came untoasted
2060,the food was very good,1,"['food', 'good']",food good,food good,food good
2061,never going back,0,"['never', 'going', 'back']",never going back,never going back,never going back
2062,great food for the price which is very high quality and house made,1,"['great', 'food', 'price', 'high', 'quality', 'house', 'made']",great food price high quality house made,great food price high quality house made,great food price high quality house made
2063,the bus boy on the other hand was so rude,0,"['bus', 'boy', 'hand', 'rude']",bus boy hand rude,bus boy hand rude,bus boy hand rude
2064,by this point my friends and i had basically figured out this place was a joke and didn't mind making it publicly and loudly known,0,"['point', 'friends', 'basically', 'figured', 'place', 'joke', 'mind', 'making', 'publicly', 'loudly', 'known']",point friends basically figured place joke mind making publicly loudly known,point friends basically figured place joke mind making publicly loudly known,point friends basically figured place joke mind making publicly loudly known
2065,back to good bbq lighter fare reasonable pricing and tell the public they are back to the old ways,1,"['back', 'good', 'bbq', 'lighter', 'fare', 'reasonable', 'pricing', 'tell', 'public', 'back', 'old', 'ways']",back good bbq lighter fare reasonable pricing tell public back old ways,back good bbq lighter fare reasonable pricing tell public back old ways,back good bbq lighter fare reasonable pricing tell public back old ways
2066,and considering the two of us left there very full and happy for about $20 you just can't go wrong,1,"['considering', 'two', 'us', 'left', 'full', 'happy', '20', 'go', 'wrong']",considering two left full happy wrong,considering two left full happy wrong,considering two left full happy wrong
2067,all the bread is made in-house,1,"['bread', 'made', 'house']",bread made house,bread made house,bread made house
2068,the only downside is the service,0,"['downside', 'service']",downside service,downside service,downside service
2069,also the fries are without a doubt the worst fries i've ever had,0,"['also', 'fries', 'without', 'doubt', 'worst', 'fries', 'ever']",also fries without doubt worst fries ever,also fries without doubt worst fries ever,also fries without doubt worst fries ever
2070,service was exceptional and food was a good as all the reviews,1,"['service', 'exceptional', 'food', 'good', 'reviews']",service exceptional food good reviews,service exceptional food good reviews,service exceptional food good reviews
2071,a couple of months later i returned and had an amazing meal,1,"['couple', 'months', 'later', 'returned', 'amazing', 'meal']",couple months later returned amazing meal,couple months later returned amazing meal,couple months later returned amazing meal
2072,favorite place in town for shawarrrrrrma,1,"['favorite', 'place', 'town', 'shawarrrrrrma']",favorite place town shawarrrrrrma,favorite place town shawarrrrrrma,favorite place town shawarrrrrrma
2073,the black eyed peas and sweet potatoes unreal,1,"['black', 'eyed', 'peas', 'sweet', 'potatoes', 'unreal']",black eyed peas sweet potatoes unreal,black eyed peas sweet potatoes unreal,black eyed peas sweet potatoes unreal
2074,you won't be disappointed,1,['disappointed'],disappointed,disappointed,disappointed
2075,they could serve it with just the vinaigrette and it may make for a better overall dish but it was still very good,1,"['could', 'serve', 'vinaigrette', 'may', 'make', 'better', 'overall', 'dish', 'still', 'good']",could serve vinaigrette may make better overall dish still good,could serve vinaigrette may make better overall dish still good,could serve vinaigrette may make better overall dish still good
2076,i go to far too many places and i've never seen any restaurant that serves a 1 egg breakfast especially for $400,0,"['go', 'far', 'many', 'places', 'never', 'seen', 'restaurant', 'serves', '1', 'egg', 'breakfast', 'especially', '400']",far many places never seen restaurant serves egg breakfast especially 400,far many places never seen restaurant serves egg breakfast especially 400,far many places never seen restaurant serves egg breakfast especially 400
2077,when my mom and i got home she immediately got sick and she only had a few bites of salad,0,"['mom', 'got', 'home', 'immediately', 'got', 'sick', 'bites', 'salad']",mom got home immediately got sick bites salad,mom got home immediately got sick bites salad,mom got home immediately got sick bites salad
2078,the servers are not pleasant to deal with and they don't always honor pizza hut coupons,0,"['servers', 'pleasant', 'deal', 'always', 'honor', 'pizza', 'hut', 'coupons']",servers pleasant deal always honor pizza hut coupons,servers pleasant deal always honor pizza hut coupons,servers pleasant deal always honor pizza hut coupons
2079,both of them were truly unbelievably good and i am so glad we went back,1,"['truly', 'unbelievably', 'good', 'glad', 'went', 'back']",truly unbelievably good glad went back,truly unbelievably good glad went back,truly unbelievably good glad went back
2080,we had fantastic service and were pleased by the atmosphere,1,"['fantastic', 'service', 'pleased', 'atmosphere']",fantastic service pleased atmosphere,fantastic service pleased atmosphere,fantastic service pleased atmosphere
2081,everything was gross,0,"['everything', 'gross']",everything gross,everything gross,everything gross
2082,i love this place,1,"['love', 'place']",love place,love place,love place
2083,great service and food,1,"['great', 'service', 'food']",great service food,great service food,great service food
2084,first - the bathrooms at this location were dirty- seat covers were not replenished & just plain yucky,0,"['first', 'bathrooms', 'location', 'dirty', 'seat', 'covers', 'replenished', 'plain', 'yucky']",first bathrooms location dirty seat covers replenished plain yucky,first bathrooms location dirty seat covers replenished plain yucky,first bathrooms location dirty seat covers replenished plain yucky
2085,the burger i got the gold standard a $17 burger and was kind of disappointed,0,"['burger', 'got', 'gold', 'standard', '17', 'burger', 'kind', 'disappointed']",burger got gold standard burger kind disappointed,burger got gold standard burger kind disappointed,burger got gold standard burger kind disappointed
2086,omg the food was delicioso,1,"['omg', 'food', 'delicioso']",omg food delicioso,omg food delicioso,omg food delicioso
2087,there is nothing authentic about this place,0,"['nothing', 'authentic', 'place']",nothing authentic place,nothing authentic place,nothing authentic place
2088,the spaghetti is nothing special whatsoever,0,"['spaghetti', 'nothing', 'special', 'whatsoever']",spaghetti nothing special whatsoever,spaghetti nothing special whatsoever,spaghetti nothing special whatsoever
2089,of all the dishes the salmon was the best but all were great,1,"['dishes', 'salmon', 'best', 'great']",dishes salmon best great,dishes salmon best great,dishes salmon best great
2090,the vegetables are so fresh and the sauce feels like authentic thai,1,"['vegetables', 'fresh', 'sauce', 'feels', 'like', 'authentic', 'thai']",vegetables fresh sauce feels like authentic thai,vegetables fresh sauce feels like authentic thai,vegetables fresh sauce feels like authentic thai
2091,it's worth driving up from tucson,1,"['worth', 'driving', 'tucson']",worth driving tucson,worth driving tucson,worth driving tucson
2092,the selection was probably the worst i've seen in vegasthere was none,0,"['selection', 'probably', 'worst', 'seen', 'vegasthere', 'none']",selection probably worst seen vegasthere none,selection probably worst seen vegasthere none,selection probably worst seen vegasthere none
2093,pretty good beer selection too,1,"['pretty', 'good', 'beer', 'selection']",pretty good beer selection,pretty good beer selection,pretty good beer selection
2094,this place is like chipotle but better,1,"['place', 'like', 'chipotle', 'better']",place like chipotle better,place like chipotle better,place like chipotle better
2095,classy/warm atmosphere fun and fresh appetizers succulent steaks (baseball steak,1,"['classy', 'warm', 'atmosphere', 'fun', 'fresh', 'appetizers', 'succulent', 'steaks', 'baseball', 'steak']",classy warm atmosphere fun fresh appetizers succulent steaks baseball steak,classy warm atmosphere fun fresh appetizers succulent steaks baseball steak,classy warm atmosphere fun fresh appetizers succulent steaks baseball steak
2096,5 stars for the brick oven bread app,1,"['5', 'stars', 'brick', 'oven', 'bread', 'app']",stars brick oven bread app,stars brick oven bread app,stars brick oven bread app
2097,i have eaten here multiple times and each time the food was delicious,1,"['eaten', 'multiple', 'times', 'time', 'food', 'delicious']",eaten multiple times time food delicious,eaten multiple times time food delicious,eaten multiple times time food delicious
2098,we sat another ten minutes and finally gave up and left,0,"['sat', 'another', 'ten', 'minutes', 'finally', 'gave', 'left']",sat another ten minutes finally gave left,sat another ten minutes finally gave left,sat another ten minutes finally gave left
2099,he was terrible,0,['terrible'],terrible,terrible,terrible
2100,everyone is treated equally special,1,"['everyone', 'treated', 'equally', 'special']",everyone treated equally special,everyone treated equally special,everyone treated equally special
2101,it shouldn't take 30 min for pancakes and eggs,0,"['take', '30', 'min', 'pancakes', 'eggs']",take min pancakes eggs,take min pancakes eggs,take min pancakes eggs
2102,it was delicious,1,['delicious'],delicious,delicious,delicious
2103,on the good side the staff was genuinely pleasant and enthusiastic - a real treat,1,"['good', 'side', 'staff', 'genuinely', 'pleasant', 'enthusiastic', 'real', 'treat']",good side staff genuinely pleasant enthusiastic real treat,good side staff genuinely pleasant enthusiastic real treat,good side staff genuinely pleasant enthusiastic real treat
2104,sadly gordon ramsey's steak is a place we shall sharply avoid during our next trip to vegas,0,"['sadly', 'gordon', 'ramsey', 'steak', 'place', 'shall', 'sharply', 'avoid', 'next', 'trip', 'vegas']",sadly gordon ramsey steak place shall sharply avoid next trip vegas,sadly gordon ramsey steak place shall sharply avoid next trip vegas,sadly gordon ramsey steak place shall sharply avoid next trip vegas
2105,as always the evening was wonderful and the food delicious,1,"['always', 'evening', 'wonderful', 'food', 'delicious']",always evening wonderful food delicious,always evening wonderful food delicious,always evening wonderful food delicious
2106,best fish i've ever had in my life,1,"['best', 'fish', 'ever', 'life']",best fish ever life,best fish ever life,best fish ever life
2107,(the bathroom is just next door and very nice),1,"['bathroom', 'next', 'door', 'nice']",bathroom next door nice,bathroom next door nice,bathroom next door nice
2108,the buffet is small and all the food they offered was bland,0,"['buffet', 'small', 'food', 'offered', 'bland']",buffet small food offered bland,buffet small food offered bland,buffet small food offered bland
2109,this is an outstanding little restaurant with some of the best food i have ever tasted,1,"['outstanding', 'little', 'restaurant', 'best', 'food', 'ever', 'tasted']",outstanding little restaurant best food ever tasted,outstanding little restaurant best food ever tasted,outstanding little restaurant best food ever tasted
2110,pretty cool i would say,1,"['pretty', 'cool', 'would', 'say']",pretty cool would say,pretty cool would say,pretty cool would say
2111,definitely a turn off for me & i doubt i'll be back unless someone else is buying,0,"['definitely', 'turn', 'doubt', 'back', 'unless', 'someone', 'else', 'buying']",definitely turn doubt back unless someone else buying,definitely turn doubt back unless someone else buying,definitely turn doubt back unless someone else buying
2112,server did a great job handling our large rowdy table,1,"['server', 'great', 'job', 'handling', 'large', 'rowdy', 'table']",server great job handling large rowdy table,server great job handling large rowdy table,server great job handling large rowdy table
2113,i find wasting food to be despicable but this just wasn't food,0,"['find', 'wasting', 'food', 'despicable', 'food']",find wasting food despicable food,find wasting food despicable food,find wasting food despicable food
2114,my wife had the lobster bisque soup which was lukewarm,0,"['wife', 'lobster', 'bisque', 'soup', 'lukewarm']",wife lobster bisque soup lukewarm,wife lobster bisque soup lukewarm,wife lobster bisque soup lukewarm
2115,would come back again if i had a sushi craving while in vegas,1,"['would', 'come', 'back', 'sushi', 'craving', 'vegas']",would come back sushi craving vegas,would come back sushi craving vegas,would come back sushi craving vegas
2116,the staff are great the ambiance is great,1,"['staff', 'great', 'ambiance', 'great']",staff great ambiance great,staff great ambiance great,staff great ambiance great
2117,he deserves 5 stars,1,"['deserves', '5', 'stars']",deserves stars,deserves stars,deserves stars
2118,i left with a stomach ache and felt sick the rest of the day,0,"['left', 'stomach', 'ache', 'felt', 'sick', 'rest', 'day']",left stomach ache felt sick rest day,left stomach ache felt sick rest day,left stomach ache felt sick rest day
2119,they dropped more than the ball,0,"['dropped', 'ball']",dropped ball,dropped ball,dropped ball
2120,the dining space is tiny but elegantly decorated and comfortable,1,"['dining', 'space', 'tiny', 'elegantly', 'decorated', 'comfortable']",dining space tiny elegantly decorated comfortable,dining space tiny elegantly decorated comfortable,dining space tiny elegantly decorated comfortable
2121,they will customize your order any way you'd like my usual is eggplant with green bean stir fry love it,1,"['customize', 'order', 'way', 'like', 'usual', 'eggplant', 'green', 'bean', 'stir', 'fry', 'love']",customize order way like usual eggplant green bean stir fry love,customize order way like usual eggplant green bean stir fry love,customize order way like usual eggplant green bean stir fry love
2122,and the beans and rice were mediocre at best,0,"['beans', 'rice', 'mediocre', 'best']",beans rice mediocre best,beans rice mediocre best,beans rice mediocre best
2123,best tacos in town by far,1,"['best', 'tacos', 'town', 'far']",best tacos town far,best tacos town far,best tacos town far
2124,i took back my money and got outta there,0,"['took', 'back', 'money', 'got', 'outta']",took back money got outta,took back money got outta,took back money got outta
2125,in an interesting part of town this place is amazing,1,"['interesting', 'part', 'town', 'place', 'amazing']",interesting part town place amazing,interesting part town place amazing,interesting part town place amazing
2126,rude & inconsiderate management,0,"['rude', 'inconsiderate', 'management']",rude inconsiderate management,rude inconsiderate management,rude inconsiderate management
2127,the staff are now not as friendly the wait times for being served are horrible no one even says hi for the first 10 minutes,0,"['staff', 'friendly', 'wait', 'times', 'served', 'horrible', 'one', 'even', 'says', 'hi', 'first', '10', 'minutes']",staff friendly wait times served horrible one even says first minutes,staff friendly wait times served horrible one even says first minutes,staff friendly wait times served horrible one even says first minutes
2128,i won't be back,0,['back'],back,back,back
2129,they have great dinners,1,"['great', 'dinners']",great dinners,great dinners,great dinners
2130,the service was outshining & i definitely recommend the halibut,1,"['service', 'outshining', 'definitely', 'recommend', 'halibut']",service outshining definitely recommend halibut,service outshining definitely recommend halibut,service outshining definitely recommend halibut
2131,the food was terrible,0,"['food', 'terrible']",food terrible,food terrible,food terrible
2132,will never ever go back and have told many people what had happened,0,"['never', 'ever', 'go', 'back', 'told', 'many', 'people', 'happened']",never ever back told many people happened,never ever back told many people happened,never ever back told many people happened
2133,i don't recommend unless your car breaks down in front of it and you are starving,0,"['recommend', 'unless', 'car', 'breaks', 'front', 'starving']",recommend unless car breaks front starving,recommend unless car breaks front starving,recommend unless car breaks front starving
2134,i will come back here every time i'm in vegas,1,"['come', 'back', 'every', 'time', 'vegas']",come back every time vegas,come back every time vegas,come back every time vegas
2135,this place deserves one star and 90% has to do with the food,0,"['place', 'deserves', 'one', 'star', '90', 'food']",place deserves one star food,place deserves one star food,place deserves one star food
2136,this is a disgrace,0,['disgrace'],disgrace,disgrace,disgrace
2137,def coming back to bowl next time,1,"['def', 'coming', 'back', 'bowl', 'next', 'time']",def coming back bowl next time,def coming back bowl next time,def coming back bowl next time
2138,if you want healthy authentic or ethic food try this place,1,"['want', 'healthy', 'authentic', 'ethic', 'food', 'try', 'place']",want healthy authentic ethic food try place,want healthy authentic ethic food try place,want healthy authentic ethic food try place
2139,i will continue to come here on ladies night andddd date night  highly recommend this place to anyone who is in the area (,1,"['continue', 'come', 'ladies', 'night', 'andddd', 'date', 'night', 'highly', 'recommend', 'place', 'anyone', 'area']",continue come ladies night andddd date night highly recommend place anyone area,continue come ladies night andddd date night highly recommend place anyone area,continue come ladies night andddd date night highly recommend place anyone area
2140,i have been here several times in the past and the experience has always been great,1,"['several', 'times', 'past', 'experience', 'always', 'great']",several times past experience always great,several times past experience always great,several times past experience always great
2141,we walked away stuffed and happy about our first vegas buffet experience,1,"['walked', 'away', 'stuffed', 'happy', 'first', 'vegas', 'buffet', 'experience']",walked away stuffed happy first vegas buffet experience,walked away stuffed happy first vegas buffet experience,walked away stuffed happy first vegas buffet experience
2142,service was excellent and prices are pretty reasonable considering this is vegas and located inside the crystals shopping mall by aria,1,"['service', 'excellent', 'prices', 'pretty', 'reasonable', 'considering', 'vegas', 'located', 'inside', 'crystals', 'shopping', 'mall', 'aria']",service excellent prices pretty reasonable considering vegas located inside crystals shopping mall aria,service excellent prices pretty reasonable considering vegas located inside crystals shopping mall aria,service excellent prices pretty reasonable considering vegas located inside crystals shopping mall aria
2143,to summarize the food was incredible nay transcendant but nothing brings me joy quite like the memory of the pneumatic condiment dispenser,1,"['summarize', 'food', 'incredible', 'nay', 'transcendant', 'nothing', 'brings', 'joy', 'quite', 'like', 'memory', 'pneumatic', 'condiment', 'dispenser']",summarize food incredible nay transcendant nothing brings joy quite like memory pneumatic condiment dispenser,summarize food incredible nay transcendant nothing brings joy quite like memory pneumatic condiment dispenser,summarize food incredible nay transcendant nothing brings joy quite like memory pneumatic condiment dispenser
2144,i'm probably one of the few people to ever go to ians and not like it,0,"['probably', 'one', 'people', 'ever', 'go', 'ians', 'like']",probably one people ever ians like,probably one people ever ians like,probably one people ever ians like
2145,kids pizza is always a hit too with lots of great side dish options for the kiddos,1,"['kids', 'pizza', 'always', 'hit', 'lots', 'great', 'side', 'dish', 'options', 'kiddos']",kids pizza always hit lots great side dish options kiddos,kids pizza always hit lots great side dish options kiddos,kids pizza always hit lots great side dish options kiddos
2146,service is perfect and the family atmosphere is nice to see,1,"['service', 'perfect', 'family', 'atmosphere', 'nice', 'see']",service perfect family atmosphere nice see,service perfect family atmosphere nice see,service perfect family atmosphere nice see
2147,cooked to perfection and the service was impeccable,1,"['cooked', 'perfection', 'service', 'impeccable']",cooked perfection service impeccable,cooked perfection service impeccable,cooked perfection service impeccable
2148,this one is simply a disappointment,0,"['one', 'simply', 'disappointment']",one simply disappointment,one simply disappointment,one simply disappointment
2149,overall i was very disappointed with the quality of food at bouchon,0,"['overall', 'disappointed', 'quality', 'food', 'bouchon']",overall disappointed quality food bouchon,overall disappointed quality food bouchon,overall disappointed quality food bouchon
2150,i don't have to be an accountant to know i'm getting screwed,0,"['accountant', 'know', 'getting', 'screwed']",accountant know getting screwed,accountant know getting screwed,accountant know getting screwed
2151,great place to eat reminds me of the little mom and pop shops in the san francisco bay area,1,"['great', 'place', 'eat', 'reminds', 'little', 'mom', 'pop', 'shops', 'san', 'francisco', 'bay', 'area']",great place eat reminds little mom pop shops san francisco bay area,great place eat reminds little mom pop shops san francisco bay area,great place eat reminds little mom pop shops san francisco bay area
2152,today was my first taste of a buldogis gourmet hot dog and i have to tell you it was more than i ever thought possible,1,"['today', 'first', 'taste', 'buldogis', 'gourmet', 'hot', 'dog', 'tell', 'ever', 'thought', 'possible']",today first taste buldogis gourmet hot dog tell ever thought possible,today first taste buldogis gourmet hot dog tell ever thought possible,today first taste buldogis gourmet hot dog tell ever thought possible
2153,left very frustrated,0,"['left', 'frustrated']",left frustrated,left frustrated,left frustrated
2154,i'll definitely be in soon again,1,"['definitely', 'soon']",definitely soon,definitely soon,definitely soon
2155,food was really good and i got full petty fast,1,"['food', 'really', 'good', 'got', 'full', 'petty', 'fast']",food really good got full petty fast,food really good got full petty fast,food really good got full petty fast
2156,service was fantastic,1,"['service', 'fantastic']",service fantastic,service fantastic,service fantastic
2157,total waste of time,0,"['total', 'waste', 'time']",total waste time,total waste time,total waste time
2158,i don't know what kind it is but they have the best iced tea,1,"['know', 'kind', 'best', 'iced', 'tea']",know kind best iced tea,know kind best iced tea,know kind best iced tea
2159,come hungry leave happy and stuffed,1,"['come', 'hungry', 'leave', 'happy', 'stuffed']",come hungry leave happy stuffed,come hungry leave happy stuffed,come hungry leave happy stuffed
2160,for service i give them no stars,0,"['service', 'give', 'stars']",service give stars,service give stars,service give stars
2161,i can assure you that you won't be disappointed,1,"['assure', 'disappointed']",assure disappointed,assure disappointed,assure disappointed
2162,i can take a little bad service but the food sucks,0,"['take', 'little', 'bad', 'service', 'food', 'sucks']",take little bad service food sucks,take little bad service food sucks,take little bad service food sucks
2163,gave up trying to eat any of the crust (teeth still sore),0,"['gave', 'trying', 'eat', 'crust', 'teeth', 'still', 'sore']",gave trying eat crust teeth still sore,gave trying eat crust teeth still sore,gave trying eat crust teeth still sore
2164,but now i was completely grossed out,0,"['completely', 'grossed']",completely grossed,completely grossed,completely grossed
2165,i really enjoyed eating here,1,"['really', 'enjoyed', 'eating']",really enjoyed eating,really enjoyed eating,really enjoyed eating
2166,first time going but i think i will quickly become a regular,1,"['first', 'time', 'going', 'think', 'quickly', 'become', 'regular']",first time going think quickly become regular,first time going think quickly become regular,first time going think quickly become regular
2167,our server was very nice and even though he looked a little overwhelmed with all of our needs he stayed professional and friendly until the end,1,"['server', 'nice', 'even', 'though', 'looked', 'little', 'overwhelmed', 'needs', 'stayed', 'professional', 'friendly', 'end']",server nice even though looked little overwhelmed needs stayed professional friendly end,server nice even though looked little overwhelmed needs stayed professional friendly end,server nice even though looked little overwhelmed needs stayed professional friendly end
2168,from what my dinner companions told meeverything was very fresh with nice texture and taste,1,"['dinner', 'companions', 'told', 'meeverything', 'fresh', 'nice', 'texture', 'taste']",dinner companions told meeverything fresh nice texture taste,dinner companions told meeverything fresh nice texture taste,dinner companions told meeverything fresh nice texture taste
2169,on the ground right next to our table was a large smeared been-stepped-in-and-tracked-everywhere pile of green bird poop,0,"['ground', 'right', 'next', 'table', 'large', 'smeared', 'stepped', 'tracked', 'everywhere', 'pile', 'green', 'bird', 'poop']",ground right next table large smeared stepped tracked everywhere pile green bird poop,ground right next table large smeared stepped tracked everywhere pile green bird poop,ground right next table large smeared stepped tracked everywhere pile green bird poop
2170,furthermore you can't even find hours of operation on the website,0,"['furthermore', 'even', 'find', 'hours', 'operation', 'website']",furthermore even find hours operation website,furthermore even find hours operation website,furthermore even find hours operation website
2171,we've tried to like this place but after 10+ times i think we're done with them,0,"['tried', 'like', 'place', '10', 'times', 'think', 'done']",tried like place times think done,tried like place times think done,tried like place times think done
2172,what a mistake that was,0,['mistake'],mistake,mistake,mistake
2173,no complaints,1,['complaints'],complaints,complaints,complaint
2174,this is some seriously good pizza and i'm an expert/connisseur on the topic,1,"['seriously', 'good', 'pizza', 'expert', 'connisseur', 'topic']",seriously good pizza expert connisseur topic,seriously good pizza expert connisseur topic,seriously good pizza expert connisseur topic
2175,waiter was a jerk,0,"['waiter', 'jerk']",waiter jerk,waiter jerk,waiter jerk
2176,strike 2 who wants to be rushed,0,"['strike', '2', 'wants', 'rushed']",strike wants rushed,strike wants rushed,strike wants rushed
2177,these are the nicest restaurant owners i've ever come across,1,"['nicest', 'restaurant', 'owners', 'ever', 'come', 'across']",nicest restaurant owners ever come across,nicest restaurant owners ever come across,nicest restaurant owners ever come across
2178,i never come again,0,"['never', 'come']",never come,never come,never come
2179,we loved the biscuits,1,"['loved', 'biscuits']",loved biscuits,loved biscuits,loved biscuits
2180,service is quick and friendly,1,"['service', 'quick', 'friendly']",service quick friendly,service quick friendly,service quick friendly
2181,ordered an appetizer and took 40 minutes and then the pizza another 10 minutes,0,"['ordered', 'appetizer', 'took', '40', 'minutes', 'pizza', 'another', '10', 'minutes']",ordered appetizer took minutes pizza another minutes,ordered appetizer took minutes pizza another minutes,ordered appetizer took minutes pizza another minutes
2182,so absolutley fantastic,1,"['absolutley', 'fantastic']",absolutley fantastic,absolutley fantastic,absolutley fantastic
2183,it was a huge awkward 15lb piece of cow that was 3/4ths gristle and fat,0,"['huge', 'awkward', '15lb', 'piece', 'cow', '3', '4ths', 'gristle', 'fat']",huge awkward 15lb piece cow 4ths gristle fat,huge awkward 15lb piece cow 4ths gristle fat,huge awkward 15lb piece cow 4ths gristle fat
2184,definitely will come back here again,1,"['definitely', 'come', 'back']",definitely come back,definitely come back,definitely come back
2185,i like steiners because it's dark and it feels like a bar,1,"['like', 'steiners', 'dark', 'feels', 'like', 'bar']",like steiners dark feels like bar,like steiners dark feels like bar,like steiners dark feels like bar
2186,wow very spicy but delicious,1,"['wow', 'spicy', 'delicious']",wow spicy delicious,wow spicy delicious,wow spicy delicious
2187,if you're not familiar check it out,1,"['familiar', 'check']",familiar check,familiar check,familiar check
2188,i'll take my business dinner dollars elsewhere,0,"['take', 'business', 'dinner', 'dollars', 'elsewhere']",take business dinner dollars elsewhere,take business dinner dollars elsewhere,take business dinner dollars elsewhere
2189,i'd love to go back,1,"['love', 'go', 'back']",love back,love back,love back
2190,anyway this fs restaurant has a wonderful breakfast/lunch,1,"['anyway', 'fs', 'restaurant', 'wonderful', 'breakfast', 'lunch']",anyway restaurant wonderful breakfast lunch,anyway restaurant wonderful breakfast lunch,anyway restaurant wonderful breakfast lunch
2191,nothing special,0,"['nothing', 'special']",nothing special,nothing special,nothing special
2192,each day of the week they have a different deal and it's all so delicious,1,"['day', 'week', 'different', 'deal', 'delicious']",day week different deal delicious,day week different deal delicious,day week different deal delicious
2193,not to mention the combination of pears almonds and bacon is a big winner,1,"['mention', 'combination', 'pears', 'almonds', 'bacon', 'big', 'winner']",mention combination pears almonds bacon big winner,mention combination pears almonds bacon big winner,mention combination pears almonds bacon big winner
2194,will not be back,0,['back'],back,back,back
2195,sauce was tasteless,0,"['sauce', 'tasteless']",sauce tasteless,sauce tasteless,sauce tasteless
2196,the food is delicious and just spicy enough so be sure to ask for spicier if you prefer it that way,1,"['food', 'delicious', 'spicy', 'enough', 'sure', 'ask', 'spicier', 'prefer', 'way']",food delicious spicy enough sure ask spicier prefer way,food delicious spicy enough sure ask spicier prefer way,food delicious spicy enough sure ask spicier prefer way
2197,my ribeye steak was cooked perfectly and had great mesquite flavor,1,"['ribeye', 'steak', 'cooked', 'perfectly', 'great', 'mesquite', 'flavor']",ribeye steak cooked perfectly great mesquite flavor,ribeye steak cooked perfectly great mesquite flavor,ribeye steak cooked perfectly great mesquite flavor
2198,i don't think we'll be going back anytime soon,0,"['think', 'going', 'back', 'anytime', 'soon']",think going back anytime soon,think going back anytime soon,think going back anytime soon
2199,food was so gooodd,1,"['food', 'gooodd']",food gooodd,food gooodd,food gooodd
